Course Name,Student Name,Timestamp,Rating,Comment
Excel Pivot Tables for Beginners | 2022 in Animation,Nicole Beagle,2022-05-12 17:33:07+00:00,4.5,
Excel Shortcuts & Hacks for Beginners in 2022,Dellirani Tiruthani,2022-05-12 09:42:03+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Tezz Khand,2022-05-12 09:11:07+00:00,4.5,Nice Curse
Advanced Excel in Tamil - Excel in தமிழ்,V. Dharshini,2022-05-12 05:29:05+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Dinesh,2022-05-12 05:27:07+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,K. Dharmasivam,2022-05-12 05:21:23+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,K. Dharmasivam,2022-05-12 05:01:05+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Dinesh,2022-05-12 04:59:39+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Devi J,2022-05-12 04:40:21+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Deepika,2022-05-12 04:38:16+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Balaji,2022-05-12 04:37:25+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Kalieswari,2022-05-12 04:36:10+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Balaji,2022-05-12 04:35:55+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Kalieswari,2022-05-12 04:34:49+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Balaji,2022-05-12 04:34:11+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Jananee jasintha,2022-05-12 04:20:49+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Madhumitha. S,2022-05-12 04:19:49+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Monika .s,2022-05-12 04:19:46+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Gurumoorthi. N,2022-05-12 04:16:37+00:00,5.0,Good
Excel Pivot Tables for Beginners | 2022 in Animation,Monika .s,2022-05-12 04:16:25+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Guberan,2022-05-12 04:15:44+00:00,4.5,
Advanced Excel in Tamil - Excel in தமிழ்,Harini,2022-05-12 04:15:38+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Malini,2022-05-12 04:13:48+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Gurumoorthi. N,2022-05-12 04:11:22+00:00,4.0,Good knowledge to develop the class
Advanced Excel in Tamil - Excel in தமிழ்,Gopalakrishnan R,2022-05-12 04:07:56+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Madhubala V,2022-05-12 04:07:52+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Madhubala V,2022-05-12 04:07:39+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Madhubala V,2022-05-12 04:07:08+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Gopalakrishnan R,2022-05-12 04:06:43+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Malini,2022-05-12 04:06:36+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Mohanapriya.M,2022-05-12 04:03:06+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Lavanya,2022-05-12 04:02:27+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,shubham pandey,2022-05-11 20:34:32+00:00,2.5,
Advanced Excel in Tamil - Excel in தமிழ்,Vignesh J,2022-05-11 17:55:40+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Jayashree M,2022-05-11 16:45:29+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Bakkiyabadrajalam,2022-05-11 15:29:12+00:00,5.0,It's help to understand easily
Excel Pivot Tables for Beginners | 2022 in Animation,Islahuddin Khan,2022-05-11 15:00:43+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Suresh Krishna,2022-05-11 14:41:39+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Manomitha,2022-05-11 13:57:19+00:00,4.0,
Advanced Excel in Tamil - Excel in தமிழ்,S. Karthigaa,2022-05-11 13:40:39+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Santhosh Balaaji R,2022-05-11 10:03:03+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Prabu V,2022-05-11 09:23:46+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Ruthra Kumar.R,2022-05-11 09:19:28+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Vishnupriya,2022-05-11 08:45:11+00:00,5.0,Nice
Advanced Excel in Tamil - Excel in தமிழ்,Felcy Sandanasamy,2022-05-11 08:42:14+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Mukesh,2022-05-11 08:40:10+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Mukesh,2022-05-11 08:39:41+00:00,4.5,
Advanced Excel in Tamil - Excel in தமிழ்,Aarthi,2022-05-11 08:39:33+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Malini,2022-05-11 08:37:45+00:00,3.5,
Excel Shortcuts & Hacks for Beginners in 2022,Rizwana Parveen,2022-05-11 08:37:44+00:00,4.5,
Advanced Excel in Tamil - Excel in தமிழ்,Jayasri D,2022-05-11 08:37:31+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Jayashree V,2022-05-11 08:37:28+00:00,4.0,
Advanced Excel in Tamil - Excel in தமிழ்,Sarulatha D,2022-05-11 08:37:17+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Sivabharathi A,2022-05-11 08:37:00+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Jayashree V,2022-05-11 08:35:42+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Lakshmi Narayanan R,2022-05-11 08:35:28+00:00,4.5,
Excel Shortcuts & Hacks for Beginners in 2022,Jayashree V,2022-05-11 08:35:09+00:00,4.0,
Advanced Excel in Tamil - Excel in தமிழ்,Vengatesaperumal,2022-05-11 08:34:48+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Gayathri Azhaguvel,2022-05-11 08:34:06+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Nivedha S,2022-05-11 08:34:04+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Gayathri Azhaguvel,2022-05-11 08:33:54+00:00,4.5,
Advanced Excel in Tamil - Excel in தமிழ்,Akshaya G,2022-05-11 08:33:19+00:00,4.5,
Advanced Excel in Tamil - Excel in தமிழ்,Sivabharathi A,2022-05-11 08:33:06+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Reshmabanu,2022-05-11 08:32:52+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Ruthra Kumar.R,2022-05-11 08:32:41+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Nishanthi,2022-05-11 08:31:50+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Palanivelu,2022-05-11 08:31:38+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Sivabharathi A,2022-05-11 08:31:35+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Vetrivel B,2022-05-11 08:31:13+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Bakkiyabadrajalam,2022-05-11 08:30:56+00:00,5.0,It's better to understand
Excel Shortcuts & Hacks for Beginners in 2022,Ruthra Kumar.R,2022-05-11 08:30:43+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Ajay Edwine Paul,2022-05-11 08:30:22+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Santhosh Balaaji R,2022-05-11 08:29:06+00:00,5.0,
Advanced Excel in Tamil - Excel in தமிழ்,Preethi D,2022-05-11 08:28:36+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Sunanthaa. V,2022-05-11 08:28:05+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Suresh Krishna,2022-05-11 08:25:31+00:00,5.0,learned a lot thanks kathir....
Advanced Excel in Tamil - Excel in தமிழ்,Meenarohini,2022-05-11 08:24:44+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Patricija Maselskyte,2022-05-11 08:08:21+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Akshaya G,2022-05-11 07:05:07+00:00,4.0,
Advanced Excel in Tamil - Excel in தமிழ்,kiruthika K A,2022-05-11 06:57:14+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,shruti sahu,2022-05-11 06:14:35+00:00,5.0,because the content was short and informative
Excel Pivot Tables for Beginners | 2022 in Animation,Simran Arora,2022-05-11 02:14:28+00:00,5.0,It is really helpful!
Advanced Excel for Beginners in animation for 2022,Amey Khatavkar,2022-05-10 14:51:58+00:00,4.0,
Excel Shortcuts & Hacks for Beginners in 2022,Sunil Kumar,2022-05-10 09:14:27+00:00,3.5,
Advanced Excel for Beginners in animation for 2022,Alexandra Rizac,2022-05-10 08:12:23+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Janvi Sharma,2022-05-09 16:38:36+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Rajesh Bhandari,2022-05-09 08:32:58+00:00,4.5,
Excel Shortcuts & Hacks for Beginners in 2022,Mohan Kuruva,2022-05-08 04:39:13+00:00,2.0,Great
Excel Shortcuts & Hacks for Beginners in 2022,Kangkana Boro,2022-05-07 17:01:22+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Muhammad Ramzan Hafeez,2022-05-07 12:30:27+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Vineet Poddar,2022-05-06 19:33:12+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Rohith M,2022-05-06 19:31:30+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Tuvshinzaya,2022-05-06 16:02:07+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Swatijaiswal,2022-05-06 11:10:49+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Priya Parthasarathy,2022-05-06 09:39:14+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Torbjörn Svensson,2022-05-05 18:09:04+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Rishabh Nandwana,2022-05-05 16:48:05+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Aditya Prasad Adhikari,2022-05-05 15:52:56+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Jason Kurtti,2022-05-04 21:01:22+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,P Aarush,2022-05-04 13:36:04+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Kristina,2022-05-03 19:22:00+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Binaya Chandra Pokharel,2022-05-03 16:49:59+00:00,4.5,"Dear Kadhiravan Jayachandiran
I found the course very useful for beginners who are interested in data filtering using excel. I found it helpful. Please check once the sound quality from the pivot table onwards.
Thank you."
Advanced Excel for Beginners in animation for 2022,PEI YI LAU,2022-05-03 14:58:56+00:00,3.5,
Advanced Excel for Beginners in animation for 2022,Keyur Jinwala,2022-05-03 08:52:18+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,karuna babu guttula,2022-05-03 08:07:11+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Ibraheem Showaie,2022-05-03 04:25:40+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Babul Kamireddy,2022-05-02 23:20:45+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Sithu Soe,2022-05-02 06:47:59+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Aaradhya Revankar,2022-05-02 06:41:52+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Chi Chii,2022-05-02 02:50:09+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Luke,2022-05-02 01:32:04+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Mulualem Gizaw,2022-05-01 19:25:30+00:00,4.0,it is good
Advanced Excel for Beginners in animation for 2022,Charles Tudu,2022-05-01 16:33:47+00:00,4.0,"Its good for the users new to excel, its well explained and easy to learn."
Excel Pivot Tables for Beginners | 2022 in Animation,Mitansh K Shah,2022-05-01 03:18:28+00:00,4.5,
Advanced Excel for Beginners in animation for 2022,Joel Tochukwu MacDonald,2022-04-30 11:47:20+00:00,2.5,
Master Vlookup & XLookup in Excel through Animation,Abdulmohsen Alhamrani,2022-04-29 05:43:24+00:00,3.0,
Advanced Excel for Beginners in animation for 2022,Ravi Tata,2022-04-28 20:11:20+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Dadasaheb Deshmukh,2022-04-28 11:28:42+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,VASANTHAKUMAR THANGADURAI,2022-04-28 09:18:51+00:00,4.5,NICE
Excel Shortcuts & Hacks for Beginners in 2022,Busi Phathela,2022-04-27 16:54:17+00:00,4.0,
Excel Shortcuts & Hacks for Beginners in 2022,Abhay pandit,2022-04-27 13:25:41+00:00,1.0,
Excel Shortcuts & Hacks for Beginners in 2022,Harshita Kavidayal,2022-04-27 11:08:54+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Mayur Mahale,2022-04-27 10:35:06+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Ichsan Akbar,2022-04-27 02:39:22+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Fernanda Arnáez,2022-04-26 20:48:25+00:00,5.0,Amazing!
Excel Pivot Tables for Beginners | 2022 in Animation,Pimpisut,2022-04-26 17:54:12+00:00,5.0,"yes,i want to learned"
Advanced Excel for Beginners in animation for 2022,Suhana Anjum,2022-04-26 06:41:52+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Kamlesh,2022-04-26 05:15:03+00:00,4.5,
Advanced Excel for Beginners in animation for 2022,Varun,2022-04-25 15:39:09+00:00,4.5,excellent way of explanation
Excel Pivot Tables for Beginners | 2022 in Animation,Jesse Reiter,2022-04-25 13:59:35+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Dahlia Ernawaty,2022-04-25 06:30:59+00:00,3.5,
Advanced Excel for Beginners in animation for 2022,Vignesh Munisamy,2022-04-22 22:38:43+00:00,4.0,
Excel Shortcuts & Hacks for Beginners in 2022,Chinmaya Joshi,2022-04-17 04:35:54+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Grzegorz Furmaniak,2022-04-13 10:49:53+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Holly,2022-04-12 14:29:05+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Lidya Abebe,2022-04-08 09:11:05+00:00,5.0,very help full and contents most of the important tips to get started with Excel. Thank you
Advanced Excel for Beginners in animation for 2022,Deep Dave,2022-04-05 14:10:38+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Suhail Abdulla,2022-04-04 05:31:48+00:00,5.0,
Excel Shortcuts & Hacks for Beginners in 2022,Susheel Kumar Jayaker,2022-04-03 13:32:54+00:00,4.5,
Advanced Excel for Beginners in animation for 2022,Abrahams Olumuyiwa Bello,2022-03-30 18:04:10+00:00,5.0,"Found this tutorial very very helpful, sometimes you think you know all the features in EXCEL, but you don't. I will recommend that, when you are watching this video, please open an Excel sheet on another side and practice whatever you have watched immediately, with that you get it sticked in your brain. thank you for sharing this video, it's worth my time and I think it's worth your time too."
Excel Pivot Tables for Beginners | 2022 in Animation,Lohith C S,2022-03-28 08:23:10+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Yogesh Shrivas,2022-03-28 08:01:29+00:00,4.0,
Advanced Excel for Beginners in animation for 2022,Briana Price,2022-03-27 21:25:50+00:00,4.0,"I definitely learned some new things. I liked the style of the course explaining something and then following up with a real world example to see the feature in action. A couple cons were the pivot table example download didn't match what was in the lesson, similar issue with the assignment. Also, this course did not include advanced conditional formatting or VLOOKUP as stated in the description."
Excel Pivot Tables for Beginners | 2022 in Animation,Sakhawat Hossen,2022-03-27 06:26:02+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Rachel Laufer,2022-03-25 17:44:51+00:00,2.0,
Excel Shortcuts & Hacks for Beginners in 2022,Stephanie Santana,2022-03-25 14:59:59+00:00,1.0,
Advanced Excel for Beginners in animation for 2022,Nadeem Nawaz,2022-03-25 12:10:26+00:00,1.0,kfjk
Excel Pivot Tables for Beginners | 2022 in Animation,Daniel Bødker Sindalsen,2022-03-25 10:06:39+00:00,4.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Bouchra El Azhari,2022-03-25 10:03:46+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Vishal Gosai,2022-03-25 07:10:27+00:00,4.5,thanks
Excel Pivot Tables for Beginners | 2022 in Animation,Subhash Nayaka,2022-03-24 16:56:15+00:00,4.5,
Excel Pivot Tables for Beginners | 2022 in Animation,Tim Lewis,2022-03-24 16:11:26+00:00,4.0,
Excel Shortcuts & Hacks for Beginners in 2022,Eleanor,2022-03-24 15:46:10+00:00,5.0,Easy explanation
Excel Shortcuts & Hacks for Beginners in 2022,Douglas,2022-03-24 15:10:52+00:00,5.0,Engaging content
Excel Shortcuts & Hacks for Beginners in 2022,Ola Olabisi David,2022-03-24 15:05:58+00:00,4.0,Really engaging and practical
Excel Shortcuts & Hacks for Beginners in 2022,James,2022-03-24 15:00:06+00:00,5.0,The Practice Files are Really Useful For Improving The level of concept Sir!
Excel Shortcuts & Hacks for Beginners in 2022,Dennis,2022-03-24 14:03:01+00:00,5.0,Clear pronounciation made too easy to understand
Excel Shortcuts & Hacks for Beginners in 2022,Dejon Barton,2022-03-24 13:45:53+00:00,5.0,One of the best excel courses..
Excel Shortcuts & Hacks for Beginners in 2022,Conn Libbie,2022-03-24 13:33:02+00:00,5.0,Learned a lot good course...
Excel Pivot Tables for Beginners | 2022 in Animation,Melinda Crytzer,2022-03-24 13:24:27+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Audie,2022-03-24 11:10:13+00:00,5.0,SUPER
Excel Pivot Tables for Beginners | 2022 in Animation,Arthur,2022-03-24 10:47:49+00:00,5.0,VERY USEFULL
Advanced Excel for Beginners in animation for 2022,Amit Mohan Shinde,2022-03-24 07:23:04+00:00,5.0,"INPUT
thank you
=PROPER(text)

OUTPUT
Thank You"
Advanced Excel for Beginners in animation for 2022,Dilip Chander,2022-03-24 05:45:10+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Seenivasan,2022-03-24 02:18:29+00:00,5.0,Good
Excel Shortcuts & Hacks for Beginners in 2022,Seenivasan,2022-03-24 02:14:30+00:00,5.0,Good
Excel Pivot Tables for Beginners | 2022 in Animation,Jayanthi,2022-03-23 16:14:49+00:00,5.0,Good course
Excel Pivot Tables for Beginners | 2022 in Animation,Kassulke julius,2022-03-23 15:51:37+00:00,5.0,Very wonderful 👍
Excel Shortcuts & Hacks for Beginners in 2022,Kassulke julius,2022-03-23 15:10:28+00:00,5.0,This sessions is very well ❤️‍🩹
Excel Pivot Tables for Beginners | 2022 in Animation,Jonathan,2022-03-23 15:07:53+00:00,5.0,Good
Excel Shortcuts & Hacks for Beginners in 2022,Jonathan,2022-03-23 15:03:41+00:00,5.0,Good
Excel Shortcuts & Hacks for Beginners in 2022,Nandhakumar.N,2022-03-23 14:26:12+00:00,5.0,Very very good
Excel Shortcuts & Hacks for Beginners in 2022,Ranjitha,2022-03-23 13:43:09+00:00,5.0,Good
Excel Pivot Tables for Beginners | 2022 in Animation,Suman.Chatterjee,2022-03-23 13:28:35+00:00,4.0,It's Good
Master Vlookup & XLookup in Excel through Animation,Gautam kumar,2022-03-23 13:01:42+00:00,5.0,Nice sir
Excel Shortcuts & Hacks for Beginners in 2022,Gautam kumar,2022-03-23 13:00:47+00:00,5.0,Nice sessions
Excel Pivot Tables for Beginners | 2022 in Animation,Iyswarya,2022-03-23 01:18:02+00:00,5.0,Good and easy for understanding
Excel Shortcuts & Hacks for Beginners in 2022,Iyswarya,2022-03-23 01:15:23+00:00,5.0,Teachig is good for understanding
Excel Pivot Tables for Beginners | 2022 in Animation,Shrey,2022-03-22 14:51:41+00:00,5.0,Great course..kinda loved it
Excel Shortcuts & Hacks for Beginners in 2022,Shrey,2022-03-22 14:48:49+00:00,5.0,Good content
Excel Pivot Tables for Beginners | 2022 in Animation,Poonam shindhe,2022-03-22 14:48:35+00:00,4.5,
Advanced Excel for Beginners in animation for 2022,Shrey,2022-03-22 14:46:07+00:00,5.0,Clear instruction made it easy to understand
Excel Shortcuts & Hacks for Beginners in 2022,Ranjth,2022-03-22 14:17:51+00:00,5.0,Useful shortcuts in routine excel work..
Excel Pivot Tables for Beginners | 2022 in Animation,Ranjth,2022-03-22 14:13:22+00:00,5.0,Clearly explained by the instructor...
Excel Pivot Tables for Beginners | 2022 in Animation,Sanjay,2022-03-22 14:04:13+00:00,5.0,Really  useful course..
Excel Shortcuts & Hacks for Beginners in 2022,Sanjay,2022-03-22 14:01:18+00:00,5.0,Excellent course..
Excel Pivot Tables for Beginners | 2022 in Animation,Joreilly,2022-03-22 04:59:33+00:00,5.0,
Advanced Excel for Beginners in animation for 2022,Joreilly,2022-03-22 04:49:05+00:00,5.0,Way of teaching is good and clean
Excel Shortcuts & Hacks for Beginners in 2022,Joreilly,2022-03-22 04:43:46+00:00,5.0,Easy
Excel Pivot Tables for Beginners | 2022 in Animation,Logan,2022-03-22 02:28:24+00:00,5.0,Good
Excel Shortcuts & Hacks for Beginners in 2022,Logan,2022-03-22 02:25:21+00:00,5.0,Good
Excel Pivot Tables for Beginners | 2022 in Animation,Loy Lind,2022-03-22 01:15:42+00:00,5.0,Easy learning and It's good
Excel Shortcuts & Hacks for Beginners in 2022,Loy Lind,2022-03-22 01:08:16+00:00,5.0,Easy learning and It's very good
Advanced Excel for Beginners in animation for 2022,Loy Lind,2022-03-22 00:58:07+00:00,5.0,Easy learning and It's very good
Excel Pivot Tables for Beginners | 2022 in Animation,Mary Haley,2022-03-22 00:36:09+00:00,5.0,Easy learning
Excel Shortcuts & Hacks for Beginners in 2022,Isom Purdy,2022-03-21 18:44:33+00:00,5.0,Easy to understand
Advanced Excel for Beginners in animation for 2022,Isom Purdy,2022-03-21 18:40:46+00:00,5.0,
Excel Pivot Tables for Beginners | 2022 in Animation,Isom Purdy,2022-03-21 18:37:47+00:00,5.0,Easy to understand
Excel Pivot Tables for Beginners | 2022 in Animation,Hoppe Vena,2022-03-21 18:29:17+00:00,5.0,Easy to understand
Excel Shortcuts & Hacks for Beginners in 2022,Hoppe Vena,2022-03-21 18:25:20+00:00,5.0,Easy to understand
Advanced Excel for Beginners in animation for 2022,Hoppe Vena,2022-03-21 18:22:26+00:00,5.0,Easy to learn
Advanced Excel for Beginners in animation for 2022,Hilpert Claudia,2022-03-21 17:23:55+00:00,5.0,good
Excel Shortcuts & Hacks for Beginners in 2022,Hilpert Claudia,2022-03-21 17:19:49+00:00,5.0,easy to understand
Excel Pivot Tables for Beginners | 2022 in Animation,Hilpert Claudia,2022-03-21 17:13:38+00:00,5.0,good
Excel Pivot Tables for Beginners | 2022 in Animation,Adelbert Rice,2022-03-21 16:39:17+00:00,5.0,Thank You for explaining In A easy Manner Sir
Excel Shortcuts & Hacks for Beginners in 2022,Adelbert Rice,2022-03-21 16:37:06+00:00,5.0,"Great 
And The Practice Files Are Really Helpful Sir...!"
Advanced Excel for Beginners in animation for 2022,Adelbert Rice,2022-03-21 16:34:53+00:00,5.0,"Excellent Work Sir ...
It Clearly conveys the Information...!"
Excel Shortcuts & Hacks for Beginners in 2022,Hailee,2022-03-21 16:29:20+00:00,5.0,good
Excel Pivot Tables for Beginners | 2022 in Animation,Alda Schamberger,2022-03-21 16:27:51+00:00,5.0,It Is Very Easy To understand The Concepts and Techniques..!
Excel Shortcuts & Hacks for Beginners in 2022,Alda Schamberger,2022-03-21 16:25:19+00:00,5.0,Excellent!
Advanced Excel for Beginners in animation for 2022,Alda Schamberger,2022-03-21 16:21:45+00:00,5.0,Good!
Excel Pivot Tables for Beginners | 2022 in Animation,Hailee,2022-03-21 16:20:39+00:00,5.0,very useful.
Advanced Excel for Beginners in animation for 2022,Hailee,2022-03-21 16:12:55+00:00,5.0,good
Excel Pivot Tables for Beginners | 2022 in Animation,MozellBradtke,2022-03-21 15:51:15+00:00,5.0,Nice session sir good presentation and voice is clear
Excel Shortcuts & Hacks for Beginners in 2022,Gusikowski Jaclyn,2022-03-21 15:45:00+00:00,5.0,very useful and  easy to understand
Advanced Excel for Beginners in animation for 2022,MozellBradtke,2022-03-21 15:34:17+00:00,5.0,Nice sir
Advanced Excel for Beginners in animation for 2022,Gusikowski Jaclyn,2022-03-21 15:32:36+00:00,5.0,easy to understand.
Excel Pivot Tables for Beginners | 2022 in Animation,Rakshan,2022-03-21 15:28:41+00:00,5.0,The animation made the course easier to understand
Advanced Excel for Beginners in animation for 2022,Rakshan,2022-03-21 15:25:56+00:00,5.0,Excellent course
Advanced Excel for Beginners in animation for 2022,Utreutel,2022-03-21 15:21:13+00:00,5.0,Useful course
Excel Pivot Tables for Beginners | 2022 in Animation,Gusikowski Jaclyn,2022-03-21 15:20:21+00:00,5.0,good
Excel Shortcuts & Hacks for Beginners in 2022,Utreutel,2022-03-21 15:16:38+00:00,5.0,Great video course
Excel Shortcuts & Hacks for Beginners in 2022,Epaucek,2022-03-21 15:15:43+00:00,5.0,Great course learned a lot
Excel Pivot Tables for Beginners | 2022 in Animation,Epaucek,2022-03-21 15:08:33+00:00,5.0,Explained clearly good for beginners..
Excel Shortcuts & Hacks for Beginners in 2022,Mary Haley,2022-03-21 15:03:21+00:00,5.0,Easy learning
Excel Pivot Tables for Beginners | 2022 in Animation,Carmela Ratke,2022-03-21 14:59:45+00:00,5.0,excelent
Excel Shortcuts & Hacks for Beginners in 2022,Carmela Ratke,2022-03-21 14:58:03+00:00,5.0,super
Advanced Excel for Beginners in animation for 2022,Carmela Ratke,2022-03-21 14:57:11+00:00,5.0,good
Excel Pivot Tables for Beginners | 2022 in Animation,Qstracke,2022-03-21 14:56:42+00:00,5.0,Easy way of understanding the pivot table thankx coach
Advanced Excel for Beginners in animation for 2022,Sowmya,2022-03-21 14:53:56+00:00,5.0,Nice
Excel Shortcuts & Hacks for Beginners in 2022,Qstracke,2022-03-21 14:51:39+00:00,5.0,Perfect for beginners
Excel Shortcuts & Hacks for Beginners in 2022,MozellBradtke,2022-03-21 14:48:29+00:00,5.0,"Nice session, I love and thanks for mr kadhir sir"
Advanced Excel for Beginners in animation for 2022,Qstracke,2022-03-21 14:43:54+00:00,5.0,Good and easy understanding and nice voice bro
Excel Pivot Tables for Beginners | 2022 in Animation,Kayli,2022-03-21 14:36:59+00:00,5.0,Excellent Sir!
Excel Pivot Tables for Beginners | 2022 in Animation,Utreutel,2022-03-21 14:36:32+00:00,5.0,useful video for my  career growth
Excel Shortcuts & Hacks for Beginners in 2022,Kayli,2022-03-21 14:33:39+00:00,5.0,Very Informative and With Easy Way Of Teaching!
Advanced Excel for Beginners in animation for 2022,Kayli,2022-03-21 14:31:15+00:00,5.0,"Very Easy To Understand...
Well Done Sir"
Excel Pivot Tables for Beginners | 2022 in Animation,Eda,2022-03-21 14:28:27+00:00,5.0,great course..
Advanced Excel for Beginners in animation for 2022,Thurman Greenfelder,2022-03-21 14:28:06+00:00,5.0,usefull excel course
